"","X","price","overall_satisfaction","reviews","room_type","accommodates","bedrooms","minstay","neighborhood","district","WalkScore","TransitScore","BikeScore","PctBlack"
"1387",1387,12,5,5,"Entire home/apt",6,2,1,"West Lawn","Southwest",70,57,58,0.0325811475159547
"1388",1388,175,5,33,"Entire home/apt",2,1,1,"West Town","West",91,75,89,0.0749748348355297
"1389",1389,199,4,10,"Entire home/apt",4,2,NA,"West Town","West",91,75,89,0.0749748348355297
"1390",1390,110,5,9,"Entire home/apt",4,1,2,"West Town","West",91,75,89,0.0749748348355297
"1391",1391,65,4.5,14,"Private room",2,1,1,"West Town","West",91,75,89,0.0749748348355297
"1392",1392,105,5,61,"Entire home/apt",4,2,2,"West Town","West",91,75,89,0.0749748348355297
"1393",1393,132,4,44,"Entire home/apt",7,2,2,"West Town","West",91,75,89,0.0749748348355297
"1394",1394,76,4.5,4,"Private room",2,1,1,"West Town","West",91,75,89,0.0749748348355297
"1395",1395,250,4,28,"Entire home/apt",11,4,2,"West Town","West",91,75,89,0.0749748348355297
"1396",1396,130,4.5,125,"Entire home/apt",3,2,2,"West Town","West",91,75,89,0.0749748348355297
"1397",1397,175,4.5,7,"Entire home/apt",2,1,1,"West Town","West",91,75,89,0.0749748348355297
"1398",1398,70,5,8,"Private room",2,1,1,"West Town","West",91,75,89,0.0749748348355297
"1399",1399,137,5,36,"Entire home/apt",6,3,NA,"West Town","West",91,75,89,0.0749748348355297
"1400",1400,145,5,12,"Entire home/apt",3,2,1,"West Town","West",91,75,89,0.0749748348355297
"1401",1401,150,4.5,5,"Entire home/apt",4,1,3,"West Town","West",91,75,89,0.0749748348355297
"1402",1402,200,5,15,"Entire home/apt",2,1,2,"West Town","West",91,75,89,0.0749748348355297
"1403",1403,129,5,79,"Entire home/apt",3,1,NA,"West Town","West",91,75,89,0.0749748348355297
"1404",1404,114,4.5,28,"Entire home/apt",2,1,NA,"West Town","West",91,75,89,0.0749748348355297
"1405",1405,79,5,70,"Private room",2,1,1,"West Town","West",91,75,89,0.0749748348355297
"1406",1406,200,4.5,10,"Entire home/apt",7,2,1,"West Town","West",91,75,89,0.0749748348355297
"1407",1407,199,5,3,"Entire home/apt",6,2,NA,"West Town","West",91,75,89,0.0749748348355297
"1408",1408,169,5,136,"Entire home/apt",5,2,2,"West Town","West",91,75,89,0.0749748348355297
"1409",1409,165,5,17,"Entire home/apt",6,2,2,"West Town","West",91,75,89,0.0749748348355297
"1410",1410,65,4.5,45,"Entire home/apt",5,2,NA,"West Town","West",91,75,89,0.0749748348355297
"1411",1411,300,4.5,10,"Entire home/apt",4,2,NA,"West Town","West",91,75,89,0.0749748348355297
"1412",1412,199,5,3,"Entire home/apt",2,2,2,"West Town","West",91,75,89,0.0749748348355297
"1413",1413,98,5,9,"Entire home/apt",3,0,1,"West Town","West",91,75,89,0.0749748348355297
"1414",1414,110,5,61,"Private room",2,1,3,"West Town","West",91,75,89,0.0749748348355297
"1415",1415,75,5,32,"Private room",2,1,1,"West Town","West",91,75,89,0.0749748348355297
"1416",1416,209,5,35,"Entire home/apt",6,2,3,"West Town","West",91,75,89,0.0749748348355297
"1417",1417,65,4.5,11,"Private room",2,1,1,"West Town","West",91,75,89,0.0749748348355297
"1418",1418,209,5,13,"Entire home/apt",8,3,2,"West Town","West",91,75,89,0.0749748348355297
"1419",1419,175,5,4,"Entire home/apt",5,1,2,"West Town","West",91,75,89,0.0749748348355297
"1420",1420,90,4.5,16,"Entire home/apt",6,2,3,"West Town","West",91,75,89,0.0749748348355297
"1421",1421,65,5,130,"Private room",2,1,2,"West Town","West",91,75,89,0.0749748348355297
"1422",1422,110,5,31,"Private room",2,1,NA,"West Town","West",91,75,89,0.0749748348355297
"1423",1423,189,4.5,18,"Entire home/apt",6,2,1,"West Town","West",91,75,89,0.0749748348355297
"1424",1424,140,5,13,"Entire home/apt",4,2,2,"West Town","West",91,75,89,0.0749748348355297
"1425",1425,124,5,4,"Entire home/apt",4,1,1,"West Town","West",91,75,89,0.0749748348355297
"1426",1426,133,4.5,3,"Entire home/apt",4,2,3,"West Town","West",91,75,89,0.0749748348355297
"1427",1427,98,5,59,"Entire home/apt",4,2,2,"West Town","West",91,75,89,0.0749748348355297
"1428",1428,150,5,4,"Entire home/apt",4,1,2,"West Town","West",91,75,89,0.0749748348355297
"1429",1429,178,4.5,7,"Entire home/apt",3,1,2,"West Town","West",91,75,89,0.0749748348355297
"1430",1430,85,5,11,"Private room",2,1,1,"West Town","West",91,75,89,0.0749748348355297
"1431",1431,265,4.5,22,"Entire home/apt",6,3,1,"West Town","West",91,75,89,0.0749748348355297
"1432",1432,135,4.5,52,"Entire home/apt",5,2,2,"West Town","West",91,75,89,0.0749748348355297
"1433",1433,80,5,28,"Private room",2,1,NA,"West Town","West",91,75,89,0.0749748348355297
"1434",1434,45,4.5,143,"Private room",1,1,2,"West Town","West",91,75,89,0.0749748348355297
"1435",1435,140,5,6,"Entire home/apt",4,1,2,"West Town","West",91,75,89,0.0749748348355297
"1436",1436,175,5,48,"Entire home/apt",4,2,3,"West Town","West",91,75,89,0.0749748348355297
"1437",1437,215,5,40,"Entire home/apt",12,4,1,"West Town","West",91,75,89,0.0749748348355297
"1438",1438,75,4.5,15,"Entire home/apt",3,2,10,"West Town","West",91,75,89,0.0749748348355297
"1439",1439,85,5,15,"Entire home/apt",3,1,1,"West Town","West",91,75,89,0.0749748348355297
"1440",1440,200,4,6,"Entire home/apt",6,2,1,"West Town","West",91,75,89,0.0749748348355297
"1441",1441,150,5,5,"Entire home/apt",4,2,1,"West Town","West",91,75,89,0.0749748348355297
"1442",1442,65,4.5,22,"Shared room",4,1,1,"West Town","West",91,75,89,0.0749748348355297
"1443",1443,175,5,5,"Entire home/apt",4,2,2,"West Town","West",91,75,89,0.0749748348355297
"1444",1444,210,5,24,"Entire home/apt",8,3,3,"West Town","West",91,75,89,0.0749748348355297
"1445",1445,149,4.5,3,"Entire home/apt",5,2,1,"West Town","West",91,75,89,0.0749748348355297
"1446",1446,49,5,38,"Private room",2,1,1,"West Town","West",91,75,89,0.0749748348355297
"1447",1447,295,5,15,"Entire home/apt",9,3,1,"West Town","West",91,75,89,0.0749748348355297
"1448",1448,80,5,25,"Private room",2,1,2,"West Town","West",91,75,89,0.0749748348355297
"1449",1449,65,5,4,"Private room",2,1,NA,"West Town","West",91,75,89,0.0749748348355297
"1450",1450,160,5,3,"Entire home/apt",2,1,1,"West Town","West",91,75,89,0.0749748348355297
"1451",1451,225,5,7,"Entire home/apt",5,2,2,"West Town","West",91,75,89,0.0749748348355297
"1452",1452,75,4.5,43,"Private room",2,1,1,"West Town","West",91,75,89,0.0749748348355297
"1453",1453,121,5,125,"Entire home/apt",4,2,NA,"West Town","West",91,75,89,0.0749748348355297
"1454",1454,60,5,18,"Private room",1,1,1,"West Town","West",91,75,89,0.0749748348355297
"1455",1455,415,5,3,"Entire home/apt",11,4,2,"West Town","West",91,75,89,0.0749748348355297
"1456",1456,110,5,11,"Private room",2,1,2,"West Town","West",91,75,89,0.0749748348355297
"1457",1457,75,5,29,"Private room",2,1,NA,"West Town","West",91,75,89,0.0749748348355297
"1458",1458,100,5,5,"Private room",3,1,NA,"West Town","West",91,75,89,0.0749748348355297
"1459",1459,55,5,5,"Shared room",1,1,1,"West Town","West",91,75,89,0.0749748348355297
"1460",1460,225,5,3,"Entire home/apt",4,2,5,"West Town","West",91,75,89,0.0749748348355297
"1461",1461,70,5,71,"Private room",2,1,1,"West Town","West",91,75,89,0.0749748348355297
"1462",1462,137,5,30,"Entire home/apt",5,3,NA,"West Town","West",91,75,89,0.0749748348355297
"1463",1463,85,5,26,"Private room",2,1,1,"West Town","West",91,75,89,0.0749748348355297
"1464",1464,195,5,46,"Entire home/apt",2,1,2,"West Town","West",91,75,89,0.0749748348355297
"1465",1465,200,4.5,7,"Entire home/apt",8,3,3,"West Town","West",91,75,89,0.0749748348355297
"1466",1466,45,4.5,24,"Private room",2,1,3,"West Town","West",91,75,89,0.0749748348355297
"1467",1467,85,5,7,"Private room",2,1,NA,"West Town","West",91,75,89,0.0749748348355297
"1468",1468,75,5,20,"Entire home/apt",2,2,10,"West Town","West",91,75,89,0.0749748348355297
"1469",1469,200,5,12,"Entire home/apt",4,1,2,"West Town","West",91,75,89,0.0749748348355297
"1470",1470,70,5,15,"Private room",1,1,1,"West Town","West",91,75,89,0.0749748348355297
"1471",1471,100,5,4,"Entire home/apt",2,1,1,"West Town","West",91,75,89,0.0749748348355297
"1472",1472,90,4,23,"Private room",2,1,1,"West Town","West",91,75,89,0.0749748348355297
"1473",1473,119,4.5,22,"Private room",2,1,1,"West Town","West",91,75,89,0.0749748348355297
"1474",1474,90,5,36,"Entire home/apt",2,2,3,"West Town","West",91,75,89,0.0749748348355297
"1475",1475,130,5,31,"Private room",2,1,3,"West Town","West",91,75,89,0.0749748348355297
"1476",1476,45,5,6,"Private room",1,1,1,"West Town","West",91,75,89,0.0749748348355297
"1477",1477,160,4.5,9,"Entire home/apt",3,2,1,"West Town","West",91,75,89,0.0749748348355297
"1478",1478,349,4.5,14,"Entire home/apt",8,3,1,"West Town","West",91,75,89,0.0749748348355297
"1479",1479,149,4.5,15,"Entire home/apt",4,2,NA,"West Town","West",91,75,89,0.0749748348355297
"1480",1480,60,5,44,"Private room",2,1,1,"West Town","West",91,75,89,0.0749748348355297
"1481",1481,123,5,14,"Entire home/apt",6,1,2,"West Town","West",91,75,89,0.0749748348355297
"1482",1482,94,5,11,"Entire home/apt",4,1,2,"West Town","West",91,75,89,0.0749748348355297
"1483",1483,80,5,13,"Private room",2,1,1,"West Town","West",91,75,89,0.0749748348355297
"1484",1484,125,5,8,"Entire home/apt",4,1,3,"West Town","West",91,75,89,0.0749748348355297
"1485",1485,250,5,11,"Entire home/apt",10,2,2,"West Town","West",91,75,89,0.0749748348355297
"1486",1486,150,5,4,"Private room",5,1,2,"West Town","West",91,75,89,0.0749748348355297
"1487",1487,129,5,17,"Private room",2,1,1,"West Town","West",91,75,89,0.0749748348355297
"1488",1488,114,4,41,"Entire home/apt",10,1,2,"West Town","West",91,75,89,0.0749748348355297
"1489",1489,80,4.5,36,"Private room",4,1,1,"West Town","West",91,75,89,0.0749748348355297
"1490",1490,90,4.5,7,"Private room",2,1,1,"West Town","West",91,75,89,0.0749748348355297
"1491",1491,99,5,9,"Private room",2,1,1,"West Town","West",91,75,89,0.0749748348355297
"1492",1492,80,5,16,"Private room",2,1,2,"West Town","West",91,75,89,0.0749748348355297
"1493",1493,80,4.5,14,"Entire home/apt",6,2,2,"West Town","West",91,75,89,0.0749748348355297
"1494",1494,120,5,13,"Entire home/apt",5,1,2,"West Town","West",91,75,89,0.0749748348355297
"1495",1495,95,5,15,"Private room",4,1,1,"West Town","West",91,75,89,0.0749748348355297
"1496",1496,100,5,19,"Private room",2,1,1,"West Town","West",91,75,89,0.0749748348355297
"1497",1497,119,4.5,20,"Entire home/apt",3,1,2,"West Town","West",91,75,89,0.0749748348355297
"1498",1498,135,5,30,"Entire home/apt",4,1,2,"West Town","West",91,75,89,0.0749748348355297
"1499",1499,130,5,11,"Entire home/apt",3,1,2,"West Town","West",91,75,89,0.0749748348355297
"1500",1500,100,5,10,"Entire home/apt",2,1,3,"West Town","West",91,75,89,0.0749748348355297
"1501",1501,55,4.5,96,"Private room",2,1,2,"West Town","West",91,75,89,0.0749748348355297
"1502",1502,45,5,137,"Private room",1,1,2,"West Town","West",91,75,89,0.0749748348355297
"1503",1503,85,4.5,37,"Private room",4,1,1,"West Town","West",91,75,89,0.0749748348355297
"1504",1504,144,5,18,"Entire home/apt",3,1,1,"West Town","West",91,75,89,0.0749748348355297
"1505",1505,189,4.5,34,"Entire home/apt",7,3,NA,"West Town","West",91,75,89,0.0749748348355297
"1506",1506,150,5,10,"Private room",2,1,1,"West Town","West",91,75,89,0.0749748348355297
"1507",1507,300,5,14,"Entire home/apt",10,2,1,"West Town","West",91,75,89,0.0749748348355297
"1508",1508,185,5,19,"Entire home/apt",5,2,5,"West Town","West",91,75,89,0.0749748348355297
"1509",1509,199,4.5,67,"Entire home/apt",6,2,1,"West Town","West",91,75,89,0.0749748348355297
"1510",1510,555,5,35,"Entire home/apt",10,3,NA,"West Town","West",91,75,89,0.0749748348355297
"1511",1511,50,5,25,"Private room",2,1,1,"West Town","West",91,75,89,0.0749748348355297
"1512",1512,90,5,13,"Private room",2,1,1,"West Town","West",91,75,89,0.0749748348355297
"1513",1513,80,4.5,15,"Entire home/apt",3,2,2,"West Town","West",91,75,89,0.0749748348355297
"1514",1514,121,5,68,"Entire home/apt",3,1,NA,"West Town","West",91,75,89,0.0749748348355297
"1515",1515,99,4.5,19,"Entire home/apt",2,1,2,"West Town","West",91,75,89,0.0749748348355297
"1516",1516,500,5,3,"Entire home/apt",6,4,1,"West Town","West",91,75,89,0.0749748348355297
"1517",1517,77,4.5,32,"Shared room",4,1,1,"West Town","West",91,75,89,0.0749748348355297
"1518",1518,110,4,7,"Private room",2,1,1,"West Town","West",91,75,89,0.0749748348355297
"1519",1519,700,4.5,18,"Entire home/apt",12,4,1,"West Town","West",91,75,89,0.0749748348355297
"1520",1520,90,5,23,"Entire home/apt",4,1,2,"West Town","West",91,75,89,0.0749748348355297
"1521",1521,124,4.5,44,"Entire home/apt",6,2,2,"West Town","West",91,75,89,0.0749748348355297
"1522",1522,175,5,15,"Entire home/apt",4,2,2,"West Town","West",91,75,89,0.0749748348355297
"1523",1523,99,5,22,"Private room",2,1,1,"West Town","West",91,75,89,0.0749748348355297
"1524",1524,75,5,17,"Private room",2,1,3,"West Town","West",91,75,89,0.0749748348355297
"1525",1525,100,5,7,"Private room",2,1,1,"West Town","West",91,75,89,0.0749748348355297
"1526",1526,300,5,24,"Entire home/apt",13,3,NA,"West Town","West",91,75,89,0.0749748348355297
"1527",1527,96,5,24,"Private room",2,1,1,"West Town","West",91,75,89,0.0749748348355297
"1528",1528,50,5,17,"Private room",2,1,1,"West Town","West",91,75,89,0.0749748348355297
"1529",1529,145,4.5,17,"Entire home/apt",4,0,1,"West Town","West",91,75,89,0.0749748348355297
"1530",1530,100,4.5,145,"Entire home/apt",4,2,1,"West Town","West",91,75,89,0.0749748348355297
"1531",1531,225,4.5,46,"Entire home/apt",6,3,2,"West Town","West",91,75,89,0.0749748348355297
"1532",1532,50,4.5,4,"Private room",3,1,2,"West Town","West",91,75,89,0.0749748348355297
"1533",1533,179,5,30,"Entire home/apt",5,2,NA,"West Town","West",91,75,89,0.0749748348355297
"1534",1534,95,4.5,3,"Private room",2,1,NA,"West Town","West",91,75,89,0.0749748348355297
"1535",1535,99,4.5,29,"Entire home/apt",4,2,NA,"West Town","West",91,75,89,0.0749748348355297
"1536",1536,80,4.5,32,"Private room",2,1,1,"West Town","West",91,75,89,0.0749748348355297
"1537",1537,195,5,9,"Entire home/apt",10,3,2,"West Town","West",91,75,89,0.0749748348355297
"1538",1538,135,5,8,"Private room",2,1,3,"West Town","West",91,75,89,0.0749748348355297
"1539",1539,260,5,19,"Entire home/apt",4,2,1,"West Town","West",91,75,89,0.0749748348355297
"1540",1540,35,5,39,"Private room",2,1,2,"West Town","West",91,75,89,0.0749748348355297
"1541",1541,119,5,74,"Entire home/apt",4,1,NA,"West Town","West",91,75,89,0.0749748348355297
"1542",1542,35,4.5,3,"Private room",2,1,1,"Woodlawn","South",69,73,72,0.84703933747412
"1543",1543,41,5,11,"Private room",3,1,1,"Woodlawn","South",69,73,72,0.84703933747412
"1544",1544,55,4.5,12,"Private room",2,1,1,"Woodlawn","South",69,73,72,0.84703933747412
"1545",1545,55,5,45,"Private room",3,1,1,"Woodlawn","South",69,73,72,0.84703933747412
"1546",1546,125,5,7,"Entire home/apt",6,2,3,"Woodlawn","South",69,73,72,0.84703933747412
"1547",1547,51,3.5,3,"Private room",4,1,1,"Woodlawn","South",69,73,72,0.84703933747412
"1548",1548,99,5,10,"Entire home/apt",4,1,2,"Woodlawn","South",69,73,72,0.84703933747412
"1549",1549,99,4.5,16,"Entire home/apt",2,1,1,"Woodlawn","South",69,73,72,0.84703933747412
"1550",1550,50,5,80,"Private room",2,1,1,"Woodlawn","South",69,73,72,0.84703933747412
"1551",1551,125,5,9,"Entire home/apt",6,2,2,"Woodlawn","South",69,73,72,0.84703933747412
"1552",1552,40,5,239,"Private room",3,1,2,"Woodlawn","South",69,73,72,0.84703933747412
"1553",1553,85,5,5,"Private room",4,1,1,"Woodlawn","South",69,73,72,0.84703933747412
"1554",1554,59,5,123,"Private room",2,1,1,"Woodlawn","South",69,73,72,0.84703933747412
"1555",1555,80,4.5,5,"Entire home/apt",2,0,1,"Woodlawn","South",69,73,72,0.84703933747412
"1556",1556,100,4,3,"Entire home/apt",4,1,1,"Woodlawn","South",69,73,72,0.84703933747412
"1557",1557,85,5,4,"Private room",3,1,3,"Woodlawn","South",69,73,72,0.84703933747412
"1558",1558,100,5,5,"Entire home/apt",4,2,1,"Woodlawn","South",69,73,72,0.84703933747412
"1559",1559,55,4,5,"Private room",3,1,3,"Woodlawn","South",69,73,72,0.84703933747412
"1560",1560,90,4.5,25,"Entire home/apt",4,2,2,"Woodlawn","South",69,73,72,0.84703933747412
"1561",1561,115,4.5,37,"Entire home/apt",6,3,1,"Woodlawn","South",69,73,72,0.84703933747412
